motivo,contrato,numeroOs,tipoOs,cod,status,receitaApp,toaData,basesAna,valorAna
AUSENTE_ANALITICO,170589845,2644673505,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-07,,0
AUSENTE_ANALITICO,170589845,2644673516,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-07,,0
AUSENTE_ANALITICO,170591530,2644959243,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-07,,0
AUSENTE_ANALITICO,170591530,2644959254,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-07,,0
AUSENTE_ANALITICO,170589829,2644670153,516 - ADESAO ENTREGA STREAMING,409,Executada,38.56,2026-07-07,,0
AUSENTE_ANALITICO,170589829,2644670164,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-07,,0
AUSENTE_ANALITICO,167754061,2644280004,24 - MUDANCA DE PACOTE,409,Executada,98.81,2026-07-07,,0
AUSENTE_ANALITICO,170265489,2644671222,12 - MUDANCA DE ENDERECO - INSTALAR ASSINATURA,409,Executada,269.89,2026-07-07,,0
AUSENTE_ANALITICO,170265489,2644671233,45 - MUDANCA DE ENDERECO - INSTALAR PONTO ADICIONAL VIRTUA,409,Executada,199.33,2026-07-07,,0
AUSENTE_ANALITICO,170588083,2644342968,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-07,,0
AUSENTE_ANALITICO,170588083,2644342979,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-07,,0
AUSENTE_ANALITICO,170589306,2644598387,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-07,,0
AUSENTE_ANALITICO,170589306,2644598398,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-07,,0
AUSENTE_ANALITICO,169443454,2644369811,12 - MUDANCA DE ENDERECO - INSTALAR ASSINATURA,409,Executada,269.89,2026-07-08,,0
AUSENTE_ANALITICO,169443454,2644369822,45 - MUDANCA DE ENDERECO - INSTALAR PONTO ADICIONAL VIRTUA,409,Executada,199.33,2026-07-08,,0
AUSENTE_ANALITICO,170590754,2644874126,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170590754,2644874137,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170590010,2644702643,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170590010,2644702654,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170590185,2644722274,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170590185,2644722285,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170591084,2644894263,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170591084,2644894285,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170588873,2644547044,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170588873,2644547055,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170590711,2644867184,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170590711,2644867195,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170590819,2644879266,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170590819,2644879277,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170590339,2644759016,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170590339,2644759027,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170591386,2644929374,516 - ADESAO ENTREGA STREAMING,409,Executada,38.56,2026-07-08,,0
AUSENTE_ANALITICO,170591386,2644929385,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170589292,2644597274,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170589292,2644597285,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170590312,2644740274,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170590312,2644740285,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,95590310,2645237119,57 - MUDANCA DE PACOTE DIGITAL,409,Executada,98.81,2026-07-08,,0
AUSENTE_ANALITICO,170589160,2644580412,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170589160,2644580423,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170590479,2644797614,516 - ADESAO ENTREGA STREAMING,409,Executada,38.56,2026-07-08,,0
AUSENTE_ANALITICO,170590479,2644797625,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,170591050,2644893059,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-08,,0
AUSENTE_ANALITICO,170591050,2644893060,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-08,,0
AUSENTE_ANALITICO,167321912,2644689636,44 - INSTALAR PONTO VIRTUA,409,Executada,199.33,2026-07-09,,0
AUSENTE_ANALITICO,170592749,2645129614,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170592749,2645129636,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170592609,2645109544,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
